OBJECTID,* Damage,* Street Number,* Street Name,"* Street Type (e.g. road, drive, lane, etc.)",* City,* CAL FIRE Unit,County,Incident Start Date,* Structure Type,Structure Category,* Roof Construction,* Eaves,* Vent Screen,* Exterior Siding,* Window Pane,* Deck/Porch On Grade,* Deck/Porch Elevated,* Patio Cover/Carport Attached to Structure,* Fence Attached to Structure,Assessed Improved Value (parcel),Year Built (parcel),Site Address (parcel),Latitude,Longitude,Structure Age,Log Assessed Value,Fire Risk Score,Month,Fire Season Category,Month Name
44313,Destroyed (>50%),857.0,Central Park,Drive,Paradise Central Southwest B,BTU,Butte,2018-11-08 00:00:00,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Combustible,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,153564.0,1949.0,857  CENTRAL PARK DR   PARADISE CA 95969,39.7662447624734,-121.61055517798,69.0,11.941879209147297,6.3,11,Peak Fire Season,November
559,No Damage,704970.0,Indale,Drive,Susanville ,LMU,Lassen,2020-08-18 00:00:00,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,No Vents,Wood,Multi Pane,Wood,No Deck/Porch,No Patio Cover/Carport,Non Combustible,100076.0,1989.0,704-970 INDALE DR SUSANVILLE CA 96130,40.3660966829168,-120.587722916633,31.0,11.513695168672319,3.8,8,Peak Fire Season,August
6899,No Damage,68420.0,Mammoth,Road,Madera County,MMU,Madera,2020-09-04 00:00:00,Mixed Commercial/Residential,Mixed Commercial/Residential,Asphalt,Unknown,Unknown,Unknown,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,0.0,1964.0,68420 MAMMOTH RD NORTH FORK CA 93643,37.429284250153,-119.29539205009,56.0,0.0,3.8,9,Moderate Season,September
68511,Destroyed (>50%),537.0,Vista de Ventura,Road,Ventura,VNC,Ventura,2017-12-04 00:00:00,Single Family Residence Single Story,Single Residence,Fire Resistant,Unknown,Unknown,Fire Resistant,Unknown, , , ,No Fence,409305.0,1998.0,537 VISTA DE VENTURA VENTURA CA 93003,34.2858819603969,-119.220946677219,19.0,12.92221832154725,2.6,12,Low Fire Season,December
61426,Destroyed (>50%),3737.0,Cross Creek ,Road,Santa Rosa,LNU,Sonoma,2017-10-08 00:00:00,Single Family Residence Multi Story,Single Residence,Fire Resistant,Unknown,Screened,Combustible,Unknown, , , ,No Fence,437162.0,1964.0,3737 CROSS CREEK RD SANTA ROSA CA 95403,38.4943268838411,-122.712927036901,53.0,12.988061402243044,4.6,10,Moderate Season,October
70273,Destroyed (>50%),0.0,Anderson Springs ,Road,Unincorporated,LNU,Lake,2015-09-12 00:00:00,Single Family Residence Single Story,Single Residence,Fire Resistant,Unknown,Unknown,Unknown,Single Pane, , , ,No Fence,13918.0,1964.0,11159 ANDERSON SPRINGS RD MIDDLETOWN CA 95461,38.7747648936212,-122.701245790511,51.0,9.5410100922274,3.1,9,Moderate Season,September
81182,No Damage,6295.0,Caldor ,Road,Somerset,AEU,El Dorado,2021-08-14 00:00:00,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Wood,No Deck/Porch,No Patio Cover/Carport,Non Combustible,148569.0,1964.0,6295 CALDOR RD SOMERSET CA 95684,38.6178896890201,-120.588961363729,57.0,11.908811506631398,3.8,8,Peak Fire Season,August
90437,No Damage,4778.0,Buckingham Mountain ,Road,Mariposa,MMU,Mariposa,2022-07-22 00:00:00,Single Family Residence Multi Story,Single Residence,Asphalt,No Eaves,No Vents,Wood,Single Pane,Wood,Wood,Combustible,No Fence,67109.0,1982.0,4778 BUCKINGHAM MOUNTAIN RD MARIPOSA 95338 CA,37.53015912,-119.90992792,40.0,11.114088343152284,3.7,7,Moderate Season,July
39040,Destroyed (>50%),3570.0,Lassen,Road,Paradise Southwest B,BTU,Butte,2018-11-08 00:00:00,Utility Misc Structure,Other Minor Structure,Metal,No Eaves,"Mesh Screen > 1/8""""",Ignition Resistant,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,96060.0,1949.0,3570  LASSEN RD   PARADISE CA 95969,39.7360256698369,-121.651232336739,69.0,11.472738685324947,3.3,11,Peak Fire Season,November
18687,No Damage,1251.0,Aetna Springs,Road,Napa County,LNU,Napa,2020-08-16 00:00:00,Utility Misc Structure,Other Minor Structure,Asphalt,Unknown,Unknown,Unknown,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,392700.0,2018.0,1251 AETNA SPRINGS RD POPE VALLEY CA 94567,38.6543060595271,-122.493844762753,2.0,12.880803787035994,3.8,8,Peak Fire Season,August
38111,Destroyed (>50%),4249.0,Banya,Trail,Concow/Yankee Hill,BTU,Butte,2018-11-08 00:00:00,Motor Home,Single Residence,Metal,Unenclosed,Unknown,Combustible,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,65273.0,1989.0,4248  SCHWYHART LN   CONCOW CA 95965,39.7900621793821,-121.493745182647,29.0,11.086349073649137,4.3,11,Peak Fire Season,November
40413,Destroyed (>50%),3581.0,Connie,Circle,Paradise Southwest A,BTU,Butte,2018-11-08 00:00:00,Single Family Residence Single Story,Single Residence,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,79220.0,1980.0,3581  CONNIE CIR C PARADISE CA 95969,39.7471190545761,-121.640433310518,38.0,11.279996694171219,4.3,11,Peak Fire Season,November
33291,Destroyed (>50%),6244.0,Woodbury,Drive,Magalia,BTU,Butte,2018-11-08 00:00:00,Mobile Home Double Wide,Single Residence,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Combustible,Multi Pane,No Deck/Porch,Wood,No Patio Cover/Carport,Non Combustible,70000.0,1987.0,6244  WOODBURY DR   MAGALIA CA 95954,39.8040252749143,-121.603966448596,31.0,11.156264806643742,6.2,11,Peak Fire Season,November
5596,No Damage,19.0,Wishon ,Drive,Tulare County,TUU,Tulare,2020-08-19 00:00:00,Single Family Residence Single Story,Single Residence,Metal,Unenclosed,No Vents,Wood,Single Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,0.0,1964.0,   ,36.1966737371041,-118.654769975808,56.0,0.0,2.7,8,Peak Fire Season,August
5756,No Damage,53631.0,Balch Park,Road,Tulare County,TUU,Tulare,2020-08-19 00:00:00,Utility Misc Structure,Other Minor Structure,Asphalt,Unenclosed,No Vents,Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,72322.0,2009.0,53631 BALCH PARK RD SPRINGVILLE CA 93265,36.2252837032766,-118.709008119165,11.0,11.188897476506575,3.8,8,Peak Fire Season,August
24152,No Damage,0.0,FELTON CA 95018,Road,Santa Cruz County,CZU,Santa Cruz,2020-08-16 00:00:00,Single Family Residence Multi Story,Single Residence,Asphalt,Unknown,Unknown,Unknown,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,164837.0,1964.0,FELTON CA 95018,37.0699497834178,-122.095645000213,56.0,12.012718452401716,3.8,8,Peak Fire Season,August
47923,Destroyed (>50%),6117.0,Clark,Road,Paradise Central Southwest B,BTU,Butte,2018-11-08 00:00:00,Utility Misc Structure,Other Minor Structure,Asphalt,Unknown,No Vents,Combustible,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,16782.0,1940.0,6117  CLARK RD   PARADISE CA 95969,39.7628384546422,-121.60483777759,78.0,9.72812174830818,6.3,11,Peak Fire Season,November
79864,Destroyed (>50%),4621.0,Sciaroni ,Road,Grizzly Flats ,AEU,El Dorado,2021-08-14 00:00:00,Utility Misc Structure,Other Minor Structure,Metal,Unknown,No Vents,Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,225500.0,1964.0,4621 SCIARONI RD GRIZZLY FLATS CA 95636,38.6480657312393,-120.515566858941,57.0,12.326079872504838,2.8,8,Peak Fire Season,August
19807,Destroyed (>50%),19360.0,Sweetwater Springs,Road,Sonoma County,LNU,Sonoma,2020-08-16 00:00:00,Mobile Home Single Wide,Single Residence,Other,No Eaves,No Vents,Metal,Single Pane,No Deck/Porch,Wood,Combustible,No Fence,63056.0,1964.0,19360 SWEETWATER SPRINGS RD GUERNEVILLE CA 95446,38.5645516830786,-122.995227266413,56.0,11.05179435822809,2.7,8,Peak Fire Season,August
126416,No Damage,1541.0,Michael,Lane,Pacific Palisades,LAC,Los Angeles,2025-01-07 08:02:01,Multi Family Residence Multi Story,Multiple Residence,Tile,Enclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,Combustible,No Fence,297899.0,1979.0,"1541 PALISADES DR, PACIFIC PALISADES, CA 90272",34.077333,-118.5651112,46.0,12.604513138701373,3.2,1,Peak Fire Season,January
8142,No Damage,0.0,Tera Tera Ranch,Road,Madera County,MMU,Madera,2020-09-04 00:00:00,Single Family Residence Single Story,Single Residence,Asphalt,Unknown,Unknown,Unknown,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,0.0,1964.0,   ,37.1997106834013,-119.453081383512,56.0,0.0,3.8,9,Moderate Season,September
13672,No Damage,4388.0,Silverado,Trail,Napa County,LNU,Napa,2020-09-27 00:00:00,Single Family Residence Single Story,Single Residence,Metal,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,No Deck/Porch,Wood,Combustible,No Fence,11430.0,1921.0,4388 SILVERADO TRL CALISTOGA CA 94515,38.5745327726514,-122.531945313428,99.0,9.344084242025778,2.7,9,Moderate Season,September
3889,Destroyed (>50%),1492.0,Bald Rock,Road,Brush Creek,BTU,Butte,2020-09-09 00:00:00,Single Family Residence Single Story,Single Residence,Asphalt,Unknown,"Mesh Screen > 1/8""""",Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,4000.0,1993.0,"1392 BALD ROCK RD, BERRY CREEK CA 95916",39.6326190870259,-121.388149186688,27.0,8.294299608857235,3.8,9,Moderate Season,September
4166,No Damage,0.0,Bloomer Hill,Road,Butte County,BTU,Butte,2020-09-09 00:00:00,Infrastructure,Infrastructure,Metal,No Eaves,"Mesh Screen <= 1/8""""",Metal,No Windows,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,160000.0,1900.0,No Address Available,39.650880064209,-121.46286011593,120.0,11.982935344196433,3.3,9,Moderate Season,September
34455,Destroyed (>50%),1318.0,Bennett,Road,Paradise Central Southeast B,BTU,Butte,2018-11-08 00:00:00,Single Family Residence Multi Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Single Pane,Wood,Wood,Non Combustible,Non Combustible,214221.0,1969.0,1318  BENNETT RD   PARADISE CA 95969,39.7375854026007,-121.598047502189,49.0,12.274768139471472,6.2,11,Peak Fire Season,November
6129,No Damage,33900.0,Tocaloma,Road,Fresno County,FKU,Fresno,2020-09-04 00:00:00,Single Family Residence Single Story,Single Residence,Asphalt,Unknown,Unknown,Unknown,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,150427.0,1999.0,33888 TOCALOMA RD AUBERRY CA 93602,37.0460562376483,-119.374717320419,21.0,11.92123984338312,3.8,9,Moderate Season,September
107439,No Damage,836.0,E Sacramento ,Street,Altadena,LAC,Los Angeles,2025-01-07 08:02:01,Single Family Residence Multi Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,69425.0,1917.0,"836 E SACRAMENTO ST, ALTADENA, CA 91001",34.1796943,-118.1334081,108.0,11.148016716104392,3.8,1,Peak Fire Season,January
25878,No Damage,11315.0,Del Puerto Canyon,Road,Santa Clara County,SCU,Santa Clara,2020-08-18 00:00:00,Utility Misc Structure,Other Minor Structure,Asphalt,Unknown,Unknown,Unknown,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,5149.0,1964.0,11315 DEL PUERTO RD SAN JOSE CA 95140,37.3880394148319,-121.465742356926,56.0,8.546751993657782,3.8,8,Peak Fire Season,August
101929,Destroyed (>50%),2896.0,Wagner ,Court,Altadena,LAC,Los Angeles,2025-01-07 08:02:01,Single Family Residence Single Story,Single Residence,Asphalt,Unknown,Unknown,Stucco Brick Cement,Unknown,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,93701.0,1927.0,"2896 WAGNER CT, ALTADENA, CA 91001",34.1951826,-118.1553267,98.0,11.4478748127159,4.8,1,Peak Fire Season,January
18826,Destroyed (>50%),7071.0,Shady Oak ,Trail,Solano County,LNU,Solano,2020-08-16 00:00:00,Single Family Residence Multi Story,Single Residence,Tile,Unenclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,Combustible,No Fence,678000.0,1989.0,7071 SHADY OAK TRL VACAVILLE CA 95688,38.4032016895723,-122.044327675104,31.0,13.426904041847699,3.2,8,Peak Fire Season,August
20412,No Damage,0.0,Corral Del Cielo ,Road,Monterey County,BEU,Monterey,2020-08-16 00:00:00,Infrastructure,Infrastructure,Asphalt,Unknown,Unknown,Unknown,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,47329.0,1964.0,MT TORO TRANSMITTER SITE SALINAS CA 93908,36.5347750316782,-121.621872886056,56.0,10.764899622900293,3.8,8,Peak Fire Season,August
96781,No Damage,7915.0,Cohasset ,Road,Cohasset,BTU,Butte,2024-07-24 00:00:00,Utility Misc Structure,Other Minor Structure,Metal,No Eaves,"Mesh Screen <= 1/8""""",Metal,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,127273.0,2004.0,"7915 COHASSET RD, COHASSET, CA 95973",39.8652704,-121.7825407,20.0,11.754097521737117,3.3,7,Moderate Season,July
17846,Destroyed (>50%),7128.0,Twin Fawn,Trail,Solano County,LNU,Solano,2020-08-16 00:00:00,Single Family Residence Multi Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Single Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,No Fence,169602.0,1980.0,7128 TWIN FAWN TRL VACAVILLE CA 95688,38.4076030339003,-122.063813529598,40.0,12.041215690862742,3.7,8,Peak Fire Season,August
125862,Destroyed (>50%),15601.0,W Sunset,Boulevard,Pacific Palisades,LAC,Los Angeles,2025-01-07 08:02:01,Commercial Building Single Story,Nonresidential Commercial,Asphalt,Unknown,Unknown,Stucco Brick Cement,Unknown,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,164837.0,1960.0,"15651 W SUNSET BLVD, PACIFIC PALISADES, CA 90272",34.0543837,-118.5291417,65.0,12.012718452401716,4.8,1,Peak Fire Season,January
104124,Destroyed (>50%),2662.0,Fair Oaks,Avenue,Altadena,LAC,Los Angeles,2025-01-07 08:02:01,Commercial Building Single Story,Nonresidential Commercial,Asphalt,No Eaves,Unknown,Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,14576.0,1930.0,"2662 FAIR OAKS AVE, ALTADENA, CA 91001",34.1910757,-118.1486141,95.0,9.587200223074012,4.8,1,Peak Fire Season,January
33343,Destroyed (>50%),5057.0,Lago Vista ,Way,Unincorporated,BTU,Butte,2018-11-08 00:00:00,Utility Misc Structure,Other Minor Structure,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Combustible,Multi Pane,Wood,No Deck/Porch,Combustible,Non Combustible,367561.0,1992.0,5057  LAGO VISTA WAY   PARADISE CA 95969,39.7252011669915,-121.572363500406,26.0,12.814647290888514,6.3,11,Peak Fire Season,November
33529,Destroyed (>50%),13549.0,South Park,Drive,Magalia,BTU,Butte,2018-11-08 00:00:00,Mobile Home Double Wide,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Multi Pane,Wood,No Deck/Porch,Non Combustible,No Fence,30000.0,1975.0,13549 S PARK DR   MAGALIA CA 95954,39.8002353527239,-121.603292316874,43.0,10.308985993422082,6.3,11,Peak Fire Season,November
65186,Destroyed (>50%),20084.0,Powder Horn ,Road,Unincorporated,LNU,Lake,2015-09-12 00:00:00,Single Family Residence Single Story,Single Residence,Fire Resistant,Unknown,Unknown,Fire Resistant,Unknown, , , ,No Fence,164837.0,1964.0,20185 HONEY HILL DR HIDDEN VALLEY LAKE CA 95467,38.7943749666637,-122.536529030047,51.0,12.012718452401716,2.6,9,Moderate Season,September
107375,Destroyed (>50%),3307.0,Olive ,Avenue,Altadena,LAC,Los Angeles,2025-01-07 08:02:01,Single Family Residence Single Story,Single Residence,Asphalt,Unknown,Unknown,Stucco Brick Cement,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,153875.0,1923.0,"3307 OLIVE AVE, ALTADENA, CA 91001",34.2017854,-118.1518637,102.0,11.943902362247115,4.8,1,Peak Fire Season,January
58315,Destroyed (>50%),0.0,Dry Creek Annex Rd,Road,Middletown,LNU,Lake,2015-09-12 00:00:00,Mobile Home Single Wide,Single Residence,Fire Resistant,Unknown,Unknown,Unknown,Single Pane, , , ,No Fence,81908.0,1964.0,21663 S STATE HIGHWAY 29 MIDDLETOWN CA 95461,38.7426564239083,-122.626825980997,51.0,11.313364153913575,3.1,9,Moderate Season,September
6263,No Damage,45828.0,Auberry ,Road,Fresno County,FKU,Fresno,2020-09-04 00:00:00,School,Nonresidential Commercial,Asphalt,Unknown,Unknown,Unknown,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,0.0,1964.0, SHAVER LAKE CA 93664,37.0606858817373,-119.368825218368,56.0,0.0,3.8,9,Moderate Season,September
90191,Destroyed (>50%),1.0,Lark,Lane, ,MMU,Madera,2022-09-07 12:00:00,Motor Home,Single Residence,Asphalt,Unknown,Unknown,Unknown,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,0.0,1964.0, ,37.20753705,-119.48803026,58.0,0.0,3.8,9,Moderate Season,September
34842,Destroyed (>50%),6213.0,Brevard,Circle,Magalia,BTU,Butte,2018-11-08 00:00:00,Utility Misc Structure,Other Minor Structure,Asphalt,Unknown,"Mesh Screen <= 1/8""""",Combustible,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,70000.0,1984.0,6215  BREVARD CIR   MAGALIA CA 95954,39.8152386352255,-121.607745224415,34.0,11.156264806643742,6.3,11,Peak Fire Season,November
44620,Destroyed (>50%),6549.0,Pentz ,Road,Paradise Northeast B,BTU,Butte,2018-11-08 00:00:00,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,200000.0,1982.0,6549  PENTZ RD   PARADISE CA 95969,39.7741425407855,-121.580322068072,36.0,12.206077645517674,6.3,11,Peak Fire Season,November
6432,No Damage,40887.0,Crest Vista ,Lane,Shaver Lake,FKU,Fresno,2020-09-04 00:00:00,Single Family Residence Multi Story,Single Residence,Metal,Enclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,Masonry/Concrete,Wood,Combustible,No Fence,0.0,1964.0,   ,37.0942256996803,-119.321860299981,56.0,0.0,2.7,9,Moderate Season,September
26140,No Damage,0.0,Mines,Road,Santa Clara County,SCU,Santa Clara,2020-08-18 00:00:00,Utility Misc Structure,Other Minor Structure,Asphalt,Unknown,Unknown,Unknown,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,10694.0,1964.0, ,37.422914051099,-121.675308715286,56.0,9.277531621516506,3.8,8,Peak Fire Season,August
67388,Destroyed (>50%),17414.0,Baker Riley,Way,Mokelumne Hill,TCU,Calaveras,2015-09-09 00:00:00,Single Family Residence Single Story,Single Residence,Fire Resistant,Unknown,Unknown,Combustible,Single Pane, , , ,No Fence,76000.0,1964.0,17414 BAKER RILEY WAY MOKELUMNE HILL CA 95245,38.2734212421279,-120.558231538469,51.0,11.23850177707664,4.6,9,Moderate Season,September
20641,Destroyed (>50%),2455.0,Pine Flat,Road,Santa Cruz County,CZU,Santa Cruz,2020-08-16 00:00:00,Single Family Residence Single Story,Single Residence,Metal,No Eaves,"Mesh Screen > 1/8""""",Wood,Single Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,271715.0,2003.0,2455 PINE FLAT RD BONNY DOON CA 95060,37.0723426529659,-122.144412461879,17.0,12.512512682160521,2.7,8,Peak Fire Season,August
82584,No Damage,44.0,Scoits Track,Road,Twin Bridges,AEU,El Dorado,2021-08-14 00:00:00,Single Family Residence Multi Story,Single Residence,Metal,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,No Deck/Porch,Wood,Combustible,No Fence,84771.0,1964.0,44 SCIOTS TRACT TWIN BRIDGES CA 95735,38.7860679807156,-120.153863810238,57.0,11.347720578576464,2.7,8,Peak Fire Season,August
127019,Destroyed (>50%),1106.0,Galloway ,Street,Pacific Palisades,LAC,Los Angeles,2025-01-07 08:02:01,Single Family Residence Multi Story,Single Residence,Asphalt,Unknown,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,190561.0,1948.0,"1106 GALLOWAY ST, PACIFIC PALISADES, CA 90272",34.0495208,-118.5213717,77.0,12.157732879916082,4.8,1,Peak Fire Season,January
13086,No Damage,919.0,Adobe Canyon ,Road,Kenwood,LNU,Sonoma,2020-09-27 00:00:00,Utility Misc Structure,Other Minor Structure,Concrete,Unenclosed,No Vents,Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,7019.0,1912.0,919 ADOBE CANYON RD KENWOOD CA 95452,38.4366420667253,-122.550108833451,108.0,8.856518497019858,1.8,9,Moderate Season,September
105589,Destroyed (>50%),372.0,W Marigold,Street,Altadena,LAC,Los Angeles,2025-01-07 08:02:01,Utility Misc Structure,Other Minor Structure,Asphalt,Unknown,Unknown,Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,174544.0,1949.0,"372 W MARIGOLD ST, ALTADENA, CA 91001",34.1996126,-118.1532991,76.0,12.069937867035536,4.8,1,Peak Fire Season,January
97888,No Damage,500.0,Lark,Drive,Wrightwood,BDU,San Bernardino,2024-09-08 00:00:00,Utility Misc Structure,Other Minor Structure,Asphalt,Unenclosed,No Vents,Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,104620.0,1940.0,"500 LARK DR, WRIGHTWOOD, CA 92397",34.3614771,-117.6512995,84.0,11.558099575280757,3.8,9,Moderate Season,September
542,No Damage,695255.0,Gold Run,Road,Susanville,LMU,Lassen,2020-08-18 00:00:00,Single Family Residence Single Story,Single Residence,Asphalt,Enclosed,Unknown,Vinyl,Multi Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,125777.0,1974.0,695-255 GOLD RUN RD SUSANVILLE CA 96130,40.358446357913,-120.701336919086,46.0,11.742273727191938,3.7,8,Peak Fire Season,August
76670,Destroyed (>50%),20361.0,Chrismar,Drive,Lakehead,SHU,Shasta,2021-06-30 00:00:00,Utility Misc Structure,Other Minor Structure,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,181186.0,1964.0,20361 CHRISMAR DR LAKEHEAD CA 96051,40.8758949737306,-122.353459240967,57.0,12.107284926087937,3.8,6,Low Fire Season,June
114024,Destroyed (>50%),41.0,E Pine,Street,Altadena,LAC,Los Angeles,2025-01-07 08:02:01,Single Family Residence Single Story,Single Residence,Asphalt,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Unknown,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,224400.0,1950.0,"41 E PINE ST, ALTADENA, CA 91001",34.195555,-118.1457948,75.0,12.321189908948735,4.8,1,Peak Fire Season,January
756,No Damage,20755.0,Hondo,Lane,Alpine,MVU,San Diego,2020-09-05 00:00:00,Utility Misc Structure,Other Minor Structure,Asphalt,Unknown,Unknown,Unknown,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,89058.0,1964.0,20755 HONDO LN ALPINE CA 91901,32.7559824121698,-116.702408520045,56.0,11.397054350427297,3.8,9,Moderate Season,September
66242,Destroyed (>50%),440.0,Heidelberg,Avenue,Ventura,VNC,Ventura,2017-12-04 00:00:00,Single Family Residence Single Story,Single Residence,Fire Resistant,Unknown,Unknown,Fire Resistant,Unknown, , , ,No Fence,320465.0,1977.0,440 HEIDELBERG AV VENTURA CA 93003,34.2832197005606,-119.225570188307,40.0,12.67753146547216,2.6,12,Low Fire Season,December
107421,Destroyed (>50%),3225.0,Fair Oaks,Avenue,Altadena,LAC,Los Angeles,2025-01-07 08:02:01,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,Non Combustible,325711.0,1912.0,"3225 FAIR OAKS AVE, ALTADENA, CA 91001",34.2006416,-118.1451413,113.0,12.693768834306827,4.7,1,Peak Fire Season,January
29458,Destroyed (>50%),1659.0,Nelson,Lane,Paradise Southeast A,BTU,Butte,2018-11-08 00:00:00,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Multi Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,44283.0,1948.0,1659  NELSON LN   PARADISE CA 95969,39.7639214542269,-121.582537552515,70.0,10.698378716979358,6.2,11,Peak Fire Season,November
124876,No Damage,1416.0,Paseo de Oro,Road,Pacific Palisades,LAC,Los Angeles,2025-01-07 08:02:01,Single Family Residence Multi Story,Single Residence,Tile,Enclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,706952.0,1997.0,"1506 PASEO DE ORO, PACIFIC PALISADES, CA 90272",34.075645,-118.5528288,28.0,13.468719464592565,3.3,1,Peak Fire Season,January
126781,Destroyed (>50%),317.0,N Las Casas,Avenue,Pacific Palisades,LAC,Los Angeles,2025-01-07 08:02:01,Single Family Residence Multi Story,Single Residence,Asphalt,No Eaves,No Vents,Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,88365.0,1940.0,"317 N LAS CASAS AVE, PACIFIC PALISADES, CA 90272",34.0410556,-118.5435956,85.0,11.389242559257651,4.8,1,Peak Fire Season,January
77738,No Damage,500.0,Hillside,Drive,Quincy,LMU,Plumas,2021-07-04 00:00:00,Single Family Residence Multi Story,Single Residence,Metal,Enclosed,No Vents,Metal,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,112596.0,1964.0,500 HILLSIDE DR QUINCY CA 95971,40.0234211663239,-120.215787965216,57.0,11.631570351348783,3.3,7,Moderate Season,July
97139,No Damage,721.0,West La Loma ,Avenue,Somis,VNC,Ventura,2024-11-06 00:00:00,Utility Misc Structure,Other Minor Structure,Metal,Unenclosed,No Vents,Metal,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,482661.0,1952.0,"721 W LA LOMA AVE, SOMIS, CA 93066",34.2801122,-119.0853952,72.0,13.087071894704662,3.3,11,Peak Fire Season,November
